title,media,date,datetime,desc,link,img,sumber
"Geram Ada Bohir Demo, Airlangga: 30 Juta Orang Butuh Kerja!",CNBC Indonesia,Okt 2020,,"Jakarta, CNBC Indonesia - Indonesia saat ini memiliki lebih dari 30 juta 
orang yang membutuhkan lapangan pekerjaan, hal ini terlihat dari situs 
pendaftaran...",https://www.cnbcindonesia.com/news/20201008141309-4-192837/geram-ada-bohir-demo-airlangga-30-juta-orang-butuh-kerja,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
Sederet Kemudahan Berusaha di Cipta Kerja,CNBC Indonesia,Okt 2020,,"Jakarta, CNBC Indonesia - Pemerintah mengklaim melalui Undang-Undang Cipta 
Kerja memberikan sederet kemudahan perizinan berusaha, khususnya bagi 
mereka...",https://www.cnbcindonesia.com/news/20201008083650-4-192699/sederet-kemudahan-berusaha-di-cipta-kerja,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
Please Jangan Nge-gas.. Banyak Hoax Beredar Soal UU Ciptaker!,CNBC Indonesia,Okt 2020,,"Ada banyak informasi yang tidak benar atau hoax soal Omnibus Law 
Undang-undang Cipta Kerja (Ciptaker).",https://www.cnbcindonesia.com/news/20201007163659-4-192586/please-jangan-nge-gas-banyak-hoax-beredar-soal-uu-ciptaker,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
"UU Ciptaker Bisa Jadi Penarik Investasi ke Indonesia, Tapi...",CNBC Indonesia,Okt 2020,,"Jakarta, CNBC Indonesia - Omnibus Law Undang-undang Cipta Kerja diharapkan 
memberikan angin segar bagi perekonomian Indonesia, khususnya dalam jangka 
pendek...",https://www.cnbcindonesia.com/news/20201006205712-4-192374/uu-ciptaker-bisa-jadi-penarik-investasi-ke-indonesia-tapi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
Tok! DPR Sahkan RUU Omnibus Law Cipta Kerja Jokowi Jadi UU,CNBC Indonesia,Okt 2020,,"Jakarta, CNBC Indonesia - Rapat Paripurna DPR RI Senin 5 Oktober 2020 
mengesahkan Rancangan Undang-Undang (RUU) Cipta Kerja (Omnibus Law 
Ciptaker) menjadi...",https://www.cnbcindonesia.com/news/20201005143138-4-191978/tok-dpr-sahkan-ruu-omnibus-law-cipta-kerja-jokowi-jadi-uu,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
7 Alasan Buruh Tolak Omnibus Law: Benar PHK tak Ada Pesangon?,CNBC Indonesia,Okt 2020,,"Jakarta, CNBC Indonesia - Rancangan Undang-Undang (RUU) Omnibus Law Cipta 
Kerja (Ciptaker) sebentar lagi masuk sidang paripurna DPR untuk disahkan.",https://www.cnbcindonesia.com/news/20201005131005-4-191944/7-alasan-buruh-tolak-omnibus-law-benar-phk-tak-ada-pesangon,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
Seperti Apa RUU Ciptaker yang Segera Disahkan Jadi UU?,CNBC Indonesia,Okt 2020,,"Jakarta, CNBC Indonesia - Badan Legislasi Dewan Perwakilan Rakyat (DPR) 
bersama pemerintah dan Dewan Perwakilan Daerah (DPD) sepakat membawa 
Rancangan...",https://www.cnbcindonesia.com/news/20201004083809-4-191723/seperti-apa-ruu-ciptaker-yang-segera-disahkan-jadi-uu,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
"RUU Ciptaker Disepakati, Ini Manfaatnya bagi UMKM & Pekerja",CNBC Indonesia,Okt 2020,,"Pemerintah bersama Badan Legislasi (Baleg) DPR RI menyepakati substansi 
Rancangan Undang-Undang (RUU) Cipta Kerja.",https://www.cnbcindonesia.com/news/20201004160308-4-191773/ruu-ciptaker-disepakati-ini-manfaatnya-bagi-umkm-pekerja,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
Airlangga: Pekerja PHK Dapat Jaminan Pesangon di RUU Ciptaker,CNBC Indonesia,Okt 2020,,"Jakarta, CNBC Indonesia - Pemerintah memastikan Rancangan Undang-undang 
Cipta Kerja (Omnibus Law Ciptaker) akan memberikan jaminan bagi pekerja 
yang terkena...",https://www.cnbcindonesia.com/news/20201004163605-4-191786/airlangga-pekerja-phk-dapat-jaminan-pesangon-di-ruu-ciptaker,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
"RUU Cipta Kerja Segera Disahkan, Ini Dampaknya Buat UMKM",CNBC Indonesia,Okt 2020,,"Rancangan Undang Undang (RUU) Omnibus Law Cipta akan segera disahkan di 
DPR. Apa dampaknya buat UMKM?",https://www.cnbcindonesia.com/news/20201001092601-4-190778/ruu-cipta-kerja-segera-disahkan-ini-dampaknya-buat-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
"JPMorgan: Kalau Omnibus Law Positif, IHSG Bisa Tembus 6.000!",CNBC Indonesia,Okt 2020,,"Pelaku pasar modal Indonesia menilai salah satu isu yang paling dinantikan 
oleh investor asing dan investor domestik ialah Omnibus Law.",https://www.cnbcindonesia.com/market/20201001090358-17-190772/jpmorgan-kalau-omnibus-law-positif-ihsg-bisa-tembus-6000,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
"RUU Ciptaker Dikebut di Tengah Pandemi, Ini Alasannya",CNBC Indonesia,1 Sep 2020,,"Jakarta, CNBC Indonesia - Pemerintah optimistis dengan adanya undang-undang 
omnibus law cipta kerja (ciptaker) nantinya akan membuat Indonesia menjadi 
lebih...",https://www.cnbcindonesia.com/news/20200911170621-4-186220/ruu-ciptaker-dikebut-di-tengah-pandemi-ini-alasannya,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
"Buruh dan DPR Bikin Deal Soal Omnibus Law, Apa Isinya?",CNBC Indonesia,1 Agu 2020,,"DPR dan konfederasi serikat pekerja mencapai beberapa kesepahaman dalam hal 
pembahasan RUU Cipta Kerja.",https://www.cnbcindonesia.com/news/20200821194051-4-181181/buruh-dan-dpr-bikin-deal-soal-omnibus-law-apa-isinya,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
"Ditunggu Pasar, Omnibus Law Bakal Ubah Nasib Banyak Orang",CNBC Indonesia,4 Agu 2020,,"Jakarta, CNBC Indonesia - Rancangan Undang-Undang (RUU) Omnibus Law Cipta 
Kerja yang saat ini sedang dibahas pemerintah dan DPR sangat ditunggu 
oleh...",https://www.cnbcindonesia.com/news/20200814144136-4-179887/ditunggu-pasar-omnibus-law-bakal-ubah-nasib-banyak-orang,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
Kemenkop UKM: Perlu Ada Lembaga Independen Pengawas Koperasi,CNBC Indonesia,2 Jun 2020,,"Jakarta, CNBC Indonesia- Kementerian Koperasi dan UKM terus mendorong 
disahkannya Perundang-undangan tentang koperasi yang bisa menggantikan UU 
No.25/199,...",https://www.cnbcindonesia.com/news/20200622151250-8-167123/kemenkop-ukm-perlu-ada-lembaga-independen-pengawas-koperasi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
Pak Jokowi! Nasib UMKM Perlu Juga Diperhatikan di Omnibus Law,CNBC Indonesia,Mei 2020,,"Sektor UMKM diminta jadi perhatian dalam Omnibus Law, saat klaster 
ketenagakerjaan ditarik dari pembahasan.",https://www.cnbcindonesia.com/news/20200504114015-4-156015/pak-jokowi-nasib-umkm-perlu-juga-diperhatikan-di-omnibus-law,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
Airlangga Buka-Bukaan Dampak Positif Omnibus Law,CNBC Indonesia,7 Feb 2020,,"Jakarta, CNBC Indonesia - Menteri Koordinator Bidang Perekonomian Airlangga 
Hartarto mengungkapkan banyak dampak positif dari rancangan Undang-Undang...",https://www.cnbcindonesia.com/news/20200227175930-4-140971/airlangga-buka-bukaan-dampak-positif-omnibus-law,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
"UU Baru Ada Uang 'Pemanis', 5 Kali Gaji Maksimal Rp 100 Juta",CNBC Indonesia,3 Feb 2020,,"Jakarta, CNBC Indonesia - Dalam RUU omnibus law cipta kerja (Ciptaker) akan 
ada skema pemberian uang pemanis atau sweetener bagi para pekerja aktif 
alias...",https://www.cnbcindonesia.com/news/20200212221604-4-137470/uu-baru-ada-uang-pemanis-5-kali-gaji-maksimal-rp-100-juta,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
"Omnibus Law Lapangan Kerja Meluncur, Ini Dampak Buat Ekonomi",CNBC Indonesia,7 Jan 2020,,"Jakarta, CNBC Indonesia - Pemerintah sedang memfinalisasi terobosan payung 
hukum Rancangan Undang-Undang (RUU) bernama omnibus law cipta lapangan 
kerja.",https://www.cnbcindonesia.com/news/20200117203541-4-130934/omnibus-law-lapangan-kerja-meluncur-ini-dampak-buat-ekonomi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
Masalah Upah Bikin Omnibus Law Lapangan Kerja Jadi Alot,CNBC Indonesia,3 Des 2019,,"Jakarta, CNBC Indonesia - Menteri Koordinator Bidang Perekonomian 
menceritakan apa saja yang menjadi hambatan mengapa omnibus law lapangan 
cipta kerja atau...",https://www.cnbcindonesia.com/news/20191213205131-4-123066/masalah-upah-bikin-omnibus-law-lapangan-kerja-jadi-alot,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
Rosan Roeslani Jadi Ketua Task Force Omnibus Law,CNBC Indonesia,2 Nov 2019,,"Ketua Umum Kadin Indonesia Rosan Roeslani mengaku dirinya ditunjuk langsung 
oleh Menko Perekonomian Airlangga Hartato sebagai Ketua Omnibus Law.",https://www.cnbcindonesia.com/news/20191122123955-4-117193/rosan-roeslani-jadi-ketua-task-force-omnibus-law,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
Janji Jokowi Periode II: Realisasikan Omnibus Law,CNBC Indonesia,20 Okt 2019,,"Joko Widodo (Jokowi) resmi menjadi Presiden untuk periode keduanya. Hal ini 
setelah membacakan sumpah di hadapan MPR.",https://www.cnbcindonesia.com/news/20191020162418-4-108482/janji-jokowi-periode-ii-realisasikan-omnibus-law,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cnbc
Menkop Ingatkan Stasiun Kereta Api Wajib Siapkan Ruang Usaha UMKM,Republika,minggu lalu,,"ID, JAKARTA -- Menteri Koperasi dan UKM Teten Masduki menekankan, sesuai 
amanat Undang-Undang Cipta Kerja, seluruh infrastruktur publik termasuk 
stasiun...",https://www.republika.co.id/berita/rds5dr349/menkop-ingatkan-stasiun-kereta-api-wajib-siapkan-ruang-usaha-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Gubernur BI Sebut Tiga Solusi Tantangan Digitalisasi UMKM,Republika,bulan lalu,,"Gubernur BI menyatakan digitalisasi jadi game changer akses keuangan lebih 
inklusif.",https://www.republika.co.id/berita/rbssts349/gubernur-bi-sebut-tiga-solusi-tantangan-digitalisasi-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
"Manfaatkan Momentum Mudik, Menkop Dorong Pelaku UMKM Gunakan Rest Area untuk Promosi",Republika,Mei 2022,,"Sebagaimana diatur dalam Peraturan Pemerintah (PP) Nomor 17 tahun 2021 
tentang Jalan Tol, yang merupakan turunan atau aturan pelaksana 
Undang-Undang (UU)...",https://www.republika.co.id/berita/rb72ql383/manfaatkan-momentum-mudik-menkop-dorong-pelaku-umkm-gunakan-rest-area-untuk-promosi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Menkop Targetkan UMKM Raih 90 Persen Pengadaan Barang/Jasa Pemerintah,Republika,6 Mar 2022,,"REPUBLIKA.CO.ID, JAKARTA--Kementerian Koperasi dan UKM (Kemenkop) bersama 
Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP) melakukan 
percepatan...",https://www.republika.co.id/berita/r8u9py380/menkop-targetkan-umkm-raih-90-persen-pengadaan-barangjasa-pemerintah,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Kemenkop UKM Gandeng BPS Perbarui Data UMKM dan Koperasi,Republika,Mar 2022,,"Menkop UKM, Teten Masduki, mengatakan, Pasal 88 Undang-Undang Cipta Kerja 
sebetulnya telah mengamanatkan pembangunan basis data tunggal paling lama 
dua...",https://www.republika.co.id/berita/r8h3p9383/kemenkop-ukm-gandeng-bps-perbarui-data-umkm-dan-koperasi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Pemerintah Minta Kadin Lindungi dan Kembangkan UMKM,Republika,4 Des 2021,,"Kerja sama ini akan mendukung mereka yang ingin mendirikan perusahaan 
rintisan.",https://www.republika.co.id/berita/r41y9j380/pemerintah-minta-kadin-lindungi-dan-kembangkan-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Kemenkop Berupaya Permudah Izin Usaha Pelaku UMK,Republika,8 Nov 2021,,"REPUBLIKA.CO.ID, JAKARTA -- Kementerian Koperasi dan Usaha Kecil Menengah 
(Kemenkop UKM) berupaya memudahkan perizinan usaha bagi Usaha Mikro Kecil 
(UMK).",https://www.republika.co.id/berita/r2q1bg423/kemenkop-berupaya-permudah-izin-usaha-pelaku-umk,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Kebangkitan UMKM Harus Libatkan Kolaborasi Semua Pihak,Republika,10 Nov 2021,,"Sekitar 99,9 persen pelaku usaha di Indonesia bergerak di sektor UMKM.",https://www.republika.co.id/berita/r2cup2380/kebangkitan-umkm-harus-libatkan-kolaborasi-semua-pihak,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Teten: Jangan Lagi Impor Alat Kesehatan dan Pertanian,Republika,5 Sep 2021,,"Teten mengaku akan berkoordinasi dengan Menkes dan Mentan terkait impor 
itu. REPUBLIKA.CO.ID, JAKARTA -- Menteri Koperasi dan UKM Teten Masduki...",https://www.republika.co.id/berita/qzzp10377/teten-jangan-lagi-impor-alat-kesehatan-dan-pertanian,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Menkop: Pengembangan Industri Halal Harus Pro UMKM,Republika,5 Agu 2021,,"REPUBLIKA.CO.ID, JAKARTA--Menteri Koperasi dan Usaha Kecil Menengah (UKM) 
Teten Masduki menyatakan, pengembangan industri halal harus selaras 
dengan...",https://www.republika.co.id/berita/qye2z2380/menkop-pengembangan-industri-halal-harus-pro-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
"Sektor UMKM Mulai Bangkit, BRI Jadi Pendorong",Republika,Jul 2021,,"Penopang utama pertumbuhan kredit BRI yakni kredit mikro. REPUBLIKA.CO.ID, 
JAKARTA -- Kredit Usaha Rakyat (KUR) dinilai dapat mendorong pelaku usaha 
mikro,...",https://www.republika.co.id/berita/qvpn22415/sektor-umkm-mulai-bangkit-bri-jadi-pendorong,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Airlangga: Pemerintah Fasilitasi UMKM Berorientasi Ekspor,Republika,Jul 2021,,"REPUBLIKA.CO.ID, JAKARTA—Menteri Koordinator Bidang Perekonomian Airlangga 
Hartarto mengatakan pemerintah fokus untuk menaikkan nilai ekspor Usaha 
Mikro,...",https://www.republika.co.id/berita/qvly0j436/airlangga-pemerintah-fasilitasi-umkm-berorientasi-ekspor,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Dukungan Pemerintah Bagi UMKM Agar Segera Pulih,Republika,8 Apr 2021,,"REPUBLIKA.CO.ID, JAKARTA--Perekonomian global mulai pulih dan diperkirakan 
tumbuh positif pada 2021. Paska kontraksi tajam pada Q2-2020, tren positif 
dan...",https://www.republika.co.id/berita/qs9qex380/dukungan-pemerintah-bagi-umkm-agar-segera-pulih,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
'UMKM Perlu Dukungan Kemudahan Perizinan-Perlindungan Merek',RepJogja,3 Apr 2021,,"REPUBLIKA.CO.ID, JAKARTA -- Pemerintah telah menerbitkan Undang-Undang 
Nomor 11 tahun 2020 tentang Cipta Kerja (UU Ciptaker). UU yang sempat 
kontroversial...",https://repjogja.republika.co.id/berita/qs0k8u291/umkm-perlu-dukungan-kemudahan-perizinanperlindungan-merek,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
PP UMKM Dinilai Buka Peluang Milenial Kembangkan Koperasi,Republika,6 Mar 2021,,"ID, JAKARTA -- Peraturan Pemerintah (PP) Nomor 7 Tahun 2021 tentang 
Kemudahan, Pelindungan, dan Pemberdayaan Koperasi dan Usaha Mikro Kecil dan 
Menengah (PP...",https://www.republika.co.id/berita/qq0u3m349/pp-umkm-dinilai-buka-peluang-milenial-kembangkan-koperasi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Pemerintah Fokus Pemulihan Ekonomi UMKM dan Ketenagakerjaan,Republika,2 Mar 2021,,"Menko Perekonomian menyebut sektor UMKM mendapat tambahan anggaran untuk 
pemulihan.",https://www.republika.co.id/berita/qpv3zw349/pemerintah-fokus-pemulihan-ekonomi-umkm-dan-ketenagakerjaan,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Wapres Soroti 3 Tantangan Pengembangan Ekonomi Syariah,Republika,2 Mar 2021,,"ID, JAKARTA -- Wakil Presiden Ma'ruf Amin menyoroti sejumlah tantangan 
dalam pengembangan ekonomi dan keuangan syariah di Indonesia untuk bersaing 
di kancah...",https://www.republika.co.id/berita/qpuany370/wapres-soroti-3-tantangan-pengembangan-ekonomi-syariah,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Dorong Peran Perempuan dalam UMKM Melalui Digitalisasi,Republika,Mar 2021,,"ID, JAKARTA -- Kepala Penelitian Center for Indonesian Policy Studies 
(CIPS) Felippa Ann Amanta mengingatkan pentingnya untuk mendorong peran 
perempuan...",https://www.republika.co.id/berita/qpowkr370/dorong-peran-perempuan-dalam-umkm-melalui-digitalisasi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
"Percepat Pemulihan Ekonomi, Hipmi-BUMN Jalin Kerja Sama",Republika,Mar 2021,,"ID, JAKARTA -- Ketua Umum Badan Pengusaha Pusat Himpunan Pengusaha Muda 
Indonesia (BPP Hipmi) Mardani H Maming mengatakan, dampak pandemi Covid-19 
sangat...",https://www.republika.co.id/berita/qphpcj370/percepat-pemulihan-ekonomi-hipmibumn-jalin-kerja-sama,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Menkop Bahas Penyediaan 30 Persen Ruang Usaha Bagi UMKM,Republika,Mar 2021,,"Menkop bahas amanat UU Cipta Kerja soal penyediaan ruang usaha dengan 3 
Kementerian.",https://www.republika.co.id/berita/qpehqq349/menkop-bahas-penyediaan-30-persen-ruang-usaha-bagi-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Menkop: Ajang UKM Virtual Expo Perluas Pasar Ekspor UMKM,Republika,6 Feb 2021,,"“Penyelenggaraan UKM Virtual Expo di tengah pandemi Covid-19 ini sangat 
baik. Hal itu guna mendorong agar omset pelaku Usaha Mikro Kecil Menengah 
(UMKM)...",https://www.republika.co.id/berita/qomhqt380/menkop-ajang-ukm-virtual-expo-perluas-pasar-ekspor-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Menkop: Koperasi Mahasiswa Berfungsi Sebagai Laboratorium,Republika,Feb 2021,,"REPUBLIKA.CO.ID, JAKARTA -- Keberadaan Koperasi Mahasiswa (Kopma) dinilai 
penting dalam era digital saat ini. Sebab, Kopma dapat berfungsi sebagai...",https://www.republika.co.id/berita/qnub5i423/menkop-koperasi-mahasiswa-berfungsi-sebagai-laboratorium,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Bangka Libatkan UMKM Tingkatkan Kunjungan Wisatawan,Republika,Feb 2021,,"ID,SUNGAILIAT -- Dinas Pariwisata dan Kebudayaan (Disparbud) Kabupaten 
Bangka, Provinsi Kepulauan Bangka Belitung, melibatkan pelaku usaha mikro 
kecil dan...",https://ihram.republika.co.id/berita/qnuek9327/bangka-libatkan-umkm-tingkatkan-kunjungan-wisatawan,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Penerapan SNI Tingkatkan Daya Saing Produk UMKM,Republika,7 Des 2020,,"REPUBLIKA.CO.ID, JAKARTA -- Kemampuan Usaha Mikro Kecil Menengah (UMKM) 
dalam menerapkan Standar Nasional Indonesia (SNI) menjadi benchmark bagi 
yang lain...",https://www.republika.co.id/berita/qlgn4n370/penerapan-sni-tingkatkan-daya-saing-produk-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Pemerintah Dorong UMKM dan Koperasi Masuk Sektor Formal,Republika,6 Des 2020,,"REPUBLIKA.CO.ID, JAKARTA -- Didukung semangat UU Cipta Kerja, ke depannya 
UMKM dan koperasi diarahkan masuk ke sektor formal, berbasis komoditas 
unggul dan...",https://www.republika.co.id/berita/qlf50h457/pemerintah-dorong-umkm-dan-koperasi-masuk-sektor-formal,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
UU Cipta Kerja Beri 3 Kemudahan Penyelenggara Haji dan Umrah,Republika,Des 2020,,"Menurut Direktur Bina Umrah dan Haji Khusus Kemenag, Arfi Hatim, 
penyelenggaraan haji dan umrah ini ada perizinan pengusaha sesuai amanat UU 
No 8/2011...",https://www.republika.co.id/berita/qkywk8380/uu-cipta-kerja-beri-3-kemudahan-penyelenggara-haji-dan-umrah,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Pemerintah Gali Aspirasi RPP Lingkungan Hidup dan Kehutanan,Republika,Des 2020,,"Pemerintah disebut akan memberikan kemudahan menggarap kawasan hutan bagi 
masyarakat. REPUBLIKA.CO.ID, JAKARTA -- Pemerintah sedang menyusun aturan...",https://www.republika.co.id/berita/qkz8p7416/pemerintah-gali-aspirasi-rpp-lingkungan-hidup-dan-kehutanan,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Serap Aspirasi Implementasi UU Cipta Kerja,Republika,Des 2020,,"Sekretaris Kementerian Koperasi dan UKM Rully Indrawan (tengah) bersama 
Kepala Biro Hukum dan Organisasi Kementerian Kesehatan Sundoyo (kanan) 
dengan...",https://www.republika.co.id/berita/qkz6tf283/serap-aspirasi-implementasi-uu-cipta-kerja,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Menkop UKM: Pengusaha Perempuan Pahlawan Ekonomi,Republika,Des 2020,,"REPUBLIKA.CO.ID, JAKARTA -- Menteri Koperasi dan Usaha Kecil Menengah (UKM) 
Teten Masduki megatakan, peran pengusaha perempuan sangat strategis 
sebagai...",https://www.republika.co.id/berita/qkpomg423/menkop-ukm-pengusaha-perempuan-pahlawan-ekonomi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Belum 1 Persen Koperasi Masuk Ekosistem Digital,Republika,20 Nov 2020,,"Jumlah koperasi yang masuk ekosistem bari 906 dari 123 ribu koperasi aktif. 
REPUBLIKA.CO.ID, JAKARTA -- Kementerian Koperasi dan Usaha Kecil Menengah...",https://www.republika.co.id/berita/qk2xca368/belum-1-persen-koperasi-masuk-ekosistem-digital,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
"MenkopUKM: Baru 0,73 Persen Koperasi yang Melek Digital",Republika,9 Nov 2020,,"Hadir dalam acara tersebut, Kepala Dinas Koperasi dan UKM Provinsi Jawa 
Barat Kusmana Hartadji dan para pejabat eselon I KemenkopUKM.",https://www.republika.co.id/berita/qk1opk380/menkopukm-baru-073-persen-koperasi-yang-melek-digital,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
"Meski Pembiayaan UMKM Mencukupi, Namun Perlu Perluasan Akses",Republika,Nov 2020,,UU Cipta Kerja memberi ruang bagi usaha kecil dan koperasi untuk berkembang.,https://www.republika.co.id/berita/qj99z1380/meski-pembiayaan-umkm-mencukupi-namun-perlu-perluasan-akses,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
Inkubasi Dinilai Langkah Tepat Ciptakan UMKM Unggul,Republika,8 Okt 2020,,"ID, JAKARTA -- Menteri koperasi dan Usaha Kecil Menengah (UKM) Teten 
Masduki mengatakan, pendekatan inkubasi merupakan langkah tepat dalam 
menciptakan Usaha...",https://www.republika.co.id/berita/qiwk3j370/inkubasi-dinilai-langkah-tepat-ciptakan-umkm-unggul,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",republika
